OnsetDate,CaseCount,Precipitation,Tave,Tmax,Tmin
2009/4/19,0,3.6,24.3,28.1,21.1
2009/4/20,0,0.1,26.2,31,23.2
2009/4/21,0,0,25.3,29.1,20.6
2009/4/22,0,0.1,24.3,26.2,22.3
2009/4/23,0,0.8,23.5,25.6,20.9
2009/4/24,0,0.2,24.1,25.8,22.7
2009/4/25,0,33.5,21.8,25.2,20.2
2009/4/26,0,0.1,21.1,23.9,18.8
2009/4/27,0,0,23,26.9,19
2009/4/28,0,0,23.2,28,19.4
2009/4/29,0,0.2,22.6,27.4,19.5
2009/4/30,0,0.1,24.2,28.6,20.8
2009/5/1,0,0,24.7,29.5,19.8
2009/5/2,0,0,25.6,30.8,19.7
2009/5/3,0,0,24.3,27,23.2
2009/5/4,0,0,25.3,30.6,21.4
2009/5/5,0,0,25.6,30,22.1
2009/5/6,0,0,25.1,29.5,20.4
2009/5/7,0,0,25,30.4,20.5
2009/5/8,0,0,25.7,29.8,20.8
2009/5/9,0,0,25.8,30.4,21.7
2009/5/10,0,0,25.6,30.3,22.9
2009/5/11,0,0,27.6,33,23.9
2009/5/12,0,0,28.5,33.3,24.7
2009/5/13,0,0,28.9,34.2,25.5
2009/5/14,0,0.1,27.8,31.8,24.8
2009/5/15,0,0,27.1,30.7,24.5
2009/5/16,0,0.1,26.8,29.6,24.8
2009/5/17,0,9,27,31.3,25.3
2009/5/18,0,7.7,26.7,30.8,24.7
2009/5/19,0,14.7,26.8,30.2,24.7
2009/5/20,0,39.6,25.9,27.7,23.5
2009/5/21,0,23.4,25.5,29.9,23
2009/5/22,0,6.9,26.5,31,23.6
2009/5/23,0,48.3,24,25.8,23.6
2009/5/24,0,29.5,24.3,24.9,23.3
2009/5/25,0,13.9,24.9,28.6,23.9
2009/5/26,0,0.4,26.9,31.5,24
2009/5/27,0,3.7,27.1,30.8,24.6
2009/5/28,0,8.1,24.5,26.9,22.9
2009/5/29,0,5.6,22.8,24.4,21.4
2009/5/30,0,0.1,24.6,29.6,21.3
2009/5/31,0,0,26.7,31.1,22
2009/6/1,0,0,27.9,32.7,24.5
2009/6/2,0,0.1,26.9,29.3,24.7
2009/6/3,0,6.7,27.6,32.5,25.3
2009/6/4,0,82,26.8,32,23.1
2009/6/5,0,0,28.7,34.2,22.5
2009/6/6,0,0,29.7,34.5,25.3
2009/6/7,0,0.1,27.3,31.1,24.7
2009/6/8,0,0.2,27.4,29.2,25.6
2009/6/9,0,30.6,25.4,29.3,24.6
2009/6/10,0,0.1,28.2,32.3,25.1
2009/6/11,0,19.4,25.8,28.8,24.1
2009/6/12,0,7.5,26.1,30,23.7
2009/6/13,0,4.8,27.8,32.2,25.5
2009/6/14,0,13.2,27.2,33.1,24.4
2009/6/15,0,17.9,25.9,31.2,25
2009/6/16,0,8.3,26.1,30.8,24.4
2009/6/17,0,0.1,27.7,32.7,24.5
2009/6/18,0,0,29.8,34.7,24.8
2009/6/19,0,0,30.9,35.5,26.5
2009/6/20,0,4.1,30.4,34.1,28.2
2009/6/21,0,0,31.9,36.7,27.8
2009/6/22,0,0.1,30.4,33.9,28.5
2009/6/23,0,23.9,28.2,31.5,25.4
2009/6/24,0,2.1,29.1,32.8,26.7
2009/6/25,0,31.1,27.3,29.9,25.6
2009/6/26,0,4.3,27.7,32.8,25.2
2009/6/27,0,3.9,27,30.3,25.8
2009/6/28,0,13,25.4,30.5,25
2009/6/29,0,0.5,27.9,32.6,24.7
2009/6/30,0,0,29.9,33.9,27.2
2009/7/1,0,0.1,30.5,34.6,27.7
2009/7/2,0,0.1,30.6,34.4,27.8
2009/7/3,0,0,29.8,33,28
2009/7/4,0,47.1,27.6,29.9,25.1
2009/7/5,0,9.8,26,30,24.1
2009/7/6,0,6.1,27.6,32.9,24
2009/7/7,0,0,30.1,35.1,25.5
2009/7/8,0,0,30.5,35.3,27.1
2009/7/9,0,0,30.9,35.4,27.1
2009/7/10,0,0,31.7,35.7,27.2
2009/7/11,0,12.9,28.4,33.9,26.9
2009/7/12,0,0,30,34.8,26.4
2009/7/13,0,0,30.5,35,26.4
2009/7/14,0,0,31.2,34.8,27.7
2009/7/15,0,3.9,28.6,33.2,27.5
2009/7/16,0,0.1,30.2,34.5,26.6
2009/7/17,0,0,30.7,36.2,26.6
2009/7/18,0,0.4,31.1,37.8,26.6
2009/7/19,0,34.6,27.3,29.8,24.8
2009/7/20,0,14,28.3,33.2,25.2
2009/7/21,0,0,30.1,34.2,26.6
2009/7/22,0,0,29.5,34,27
2009/7/23,0,11.4,29.9,33.9,26.6
2009/7/24,0,0.4,30.7,34.2,27.8
2009/7/25,0,9.7,29.8,33.3,27.8
2009/7/26,0,11.3,29,33.3,25.5
2009/7/27,0,0,29.7,32,27.9
2009/7/28,0,6.6,29.7,32.3,26
2009/7/29,0,7.2,28.9,31.7,27.4
2009/7/30,0,33.3,28.5,33.4,26.4
2009/7/31,0,12.8,29.5,34,26.2
2009/8/1,0,0,30.6,35.7,25.2
2009/8/2,0,0,32.3,37.1,28.1
2009/8/3,0,0.5,31.7,36.9,28.8
2009/8/4,0,2.7,30.3,32.8,27.9
2009/8/5,0,36.4,27.3,29.2,25.7
2009/8/6,3,67.3,25.8,27.4,24.2
2009/8/7,0,0,29.5,35.7,24.8
2009/8/8,0,0,30.8,34.2,28
2009/8/9,0,0.1,30.8,35.6,27.7
2009/8/10,0,3.3,31.1,35.8,26.3
2009/8/11,0,2.5,29.5,33.3,26.1
2009/8/12,0,26.3,27.3,29.2,25.1
2009/8/13,0,0.3,27.2,29.6,25.6
2009/8/14,0,0.1,28.6,32.2,26.5
2009/8/15,0,0,30.4,34.9,26.9
2009/8/16,0,0.1,31,34.8,27.2
2009/8/17,0,0,30.6,34.3,28
2009/8/18,0,0.1,30.8,35.6,27.1
2009/8/19,0,0,31,35,27.2
2009/8/20,0,0,30.8,34.3,27.3
2009/8/21,0,0,31.6,35.7,27.4
2009/8/22,0,0,31.3,35.6,26.9
2009/8/23,0,1.1,30.5,37.2,25.8
2009/8/24,0,0.1,30.4,36,25.8
2009/8/25,0,45.1,28.5,34.2,25
2009/8/26,0,4,29.3,35,25.6
2009/8/27,0,0.1,30.3,34.6,26.6
2009/8/28,0,0,31.2,35.9,26.9
2009/8/29,0,6.3,30.4,36,25.4
2009/8/30,0,34.3,26.9,33.8,24
2009/8/31,0,0.1,28,33.6,23.9
2009/9/1,0,0,29.2,33.5,26
2009/9/2,0,0,29.7,33.7,26.5
2009/9/3,0,0,30.6,35.1,26.8
2009/9/4,0,0,31.3,36,27.2
2009/9/5,0,0.7,31,34.4,26.2
2009/9/6,0,0,30.9,34.8,27.7
2009/9/7,0,0,30.6,34.9,26.8
2009/9/8,0,0.1,30.3,34.6,27.2
2009/9/9,0,1.9,29.4,32.7,25.9
2009/9/10,0,0.1,30.1,34.2,27
2009/9/11,0,0.1,28.7,31.8,26.7
2009/9/12,0,0,30.1,32.9,26.7
2009/9/13,0,0.1,31.1,36.3,27.3
2009/9/14,0,2.5,28.8,31.9,26.8
2009/9/15,0,18.8,26.5,28.4,24.7
2009/9/16,0,3.8,28.4,32.5,26.1
2009/9/17,0,0.1,28.8,33.5,25.8
2009/9/18,0,0,30.5,35.7,26.7
2009/9/19,0,0,31.1,36,27.4
2009/9/20,0,0,31.6,35.4,29.3
2009/9/21,0,4.3,30.7,34.5,26.7
2009/9/22,0,0,27.7,31.4,24.4
2009/9/23,0,0,27.6,32.4,24
2009/9/24,0,0,29.6,34.1,26
2009/9/25,0,0,30.4,34.7,26.9
2009/9/26,0,0,31,35.4,26.4
2009/9/27,0,0,30.7,34.2,27.5
2009/9/28,0,3.1,27.1,31.4,24.4
2009/9/29,0,3.8,25.1,27.2,24.2
2009/9/30,0,0.1,25.9,28.3,24.4
2009/10/1,0,1.4,26.9,32.4,23.2
2009/10/2,0,0,28,32.6,24.8
2009/10/3,0,0,27.7,32.5,23.6
2009/10/4,0,0,26.4,31.9,23.6
2009/10/5,0,0,25.8,32.5,22.5
2009/10/6,0,0,27.7,32.3,23.7
2009/10/7,0,0,27.5,32.6,23.9
2009/10/8,0,0,26.1,30.9,22.2
2009/10/9,0,0,26.1,30.9,21.7
2009/10/10,0,0,26.8,31.4,21.9
2009/10/11,0,0.1,26.9,31.1,23.4
2009/10/12,0,0.7,26.8,29.8,24.8
2009/10/13,0,0.9,26.6,29.8,24.6
2009/10/14,0,0.1,25.6,28.4,23.8
2009/10/15,0,0,25.5,30.6,21.7
2009/10/16,0,0,27,31.8,22.6
2009/10/17,0,0,27.2,32.1,23.3
2009/10/18,0,0,27.1,31.6,22.9
2009/10/19,0,0.1,26.9,31.2,22.1
2009/10/20,0,23.2,23.5,27.4,22.1
2009/10/21,0,0.1,24.8,29,21.9
2009/10/22,0,0,25.7,30.2,21.3
2009/10/23,0,0,25.3,30.8,21.8
2009/10/24,0,0,25.3,30.4,21.4
2009/10/25,0,0,24.9,31.1,20.6
2009/10/26,0,0,24.5,30.8,20.7
2009/10/27,0,0,25.3,29,22
2009/10/28,0,0,23.9,28.5,20.9
2009/10/29,0,0,24.2,29.8,19.9
2009/10/30,0,0,24.6,29.7,20.7
2009/10/31,0,0,25.5,29.8,22
2009/11/1,0,0,25.4,29.9,21.9
2009/11/2,0,0,22.3,26.8,19.9
2009/11/3,0,0,16.4,20.9,12.6
2009/11/4,0,0,17.9,25.4,11.8
2009/11/5,0,0,20.4,28.6,14.1
2009/11/6,0,0,23.1,30.2,16.3
2009/11/7,0,0,25.8,29.5,22.2
2009/11/8,0,0.1,25.5,28.8,23.3
2009/11/9,0,0.1,25.6,28.1,23.2
2009/11/10,0,0.1,26.1,30.4,23.2
2009/11/11,0,34.5,26,29.2,23.5
2009/11/12,0,40.5,20,26.4,16.8
2009/11/13,0,14.3,13,17.9,10.4
2009/11/14,0,0,12.1,13.6,10.6
2009/11/15,0,3.4,11.7,13.1,10.9
2009/11/16,0,8.4,10.7,11.9,9.7
2009/11/17,0,0.1,9,11.9,7.7
2009/11/18,0,0,9.1,12.1,6.3
2009/11/19,0,0,10.9,14.5,8.5
2009/11/20,0,0,11.7,14.9,9.8
2009/11/21,0,0,12.8,17.4,9.3
2009/11/22,0,0,13.1,19.6,8.6
2009/11/23,0,0,15.2,22.5,9.2
2009/11/24,0,0,16.9,25.3,11.5
2009/11/25,0,0,18.1,26.7,12.5
2009/11/26,0,0,20,24.9,15.8
2009/11/27,0,0,20.5,26.6,16.5
2009/11/28,0,0,20.6,25.2,18.3
2009/11/29,0,0,18.9,23.4,15.7
2009/11/30,0,0,17.9,22.5,15.1
2009/12/1,0,0,16.2,22.2,12.4
2009/12/2,0,0,17.2,22.8,13.1
2009/12/3,0,0,15.7,19.6,13.1
2009/12/4,0,0,14.7,20.7,10.9
2009/12/5,0,0,15.3,21.2,10.8
2009/12/6,0,0,15.3,22.3,10.1
2009/12/7,0,5.6,16.7,17.5,14.9
2009/12/8,0,10.8,16.8,18.4,15.7
2009/12/9,0,0.7,17.8,19.7,16.4
2009/12/10,0,0.1,18.3,23.4,14.2
2009/12/11,0,0,18.7,25.2,14.2
2009/12/12,0,0,19.8,25,16.7
2009/12/13,0,0,19.7,24.2,16.9
2009/12/14,0,0,19,22.8,16
2009/12/15,0,7,17.1,20.8,11.4
2009/12/16,0,0.1,11,13.1,9.5
2009/12/17,0,0,9.8,11.4,8.6
2009/12/18,0,0,9.8,12.4,7.5
2009/12/19,0,0,11.3,15.8,7.6
2009/12/20,0,0,12.1,15.7,8.7
2009/12/21,0,0.1,13.5,18.6,10.5
2009/12/22,0,0,14.3,20.1,8.7
2009/12/23,0,0,18.1,23.2,14.6
2009/12/24,0,0,19,25.1,15.2
2009/12/25,0,0,18.3,22.2,16
2009/12/26,0,0,16,17.8,14.6
2009/12/27,0,7.7,12.9,16.5,9.1
2009/12/28,0,0,10.1,13.4,6.4
2009/12/29,0,8.5,11.3,12.2,9.7
2009/12/30,0,6.9,14.7,18.3,12.1
2009/12/31,0,0.1,14,15.6,12.5
2010/1/1,0,2,13.7,16.2,11.5
2010/1/2,0,20.8,14.5,15.1,13.7
2010/1/3,0,1.6,16.2,20.3,12.5
2010/1/4,0,0,18.2,22.8,14
2010/1/5,0,1.6,17.1,19.2,16.1
2010/1/6,0,7.9,12.2,16.1,9.9
2010/1/7,0,4.5,8.4,9.8,7.7
2010/1/8,0,2.3,9.2,11.8,7.7
2010/1/9,0,0.1,11.8,16.6,8.6
2010/1/10,0,2.7,14.2,17.3,12.5
2010/1/11,0,18,11,13.8,9.7
2010/1/12,0,0,9.8,13.6,7.4
2010/1/13,0,0,10.5,15.1,5.3
2010/1/14,0,0,12.6,19.1,6.7
2010/1/15,0,0,14.9,19.9,9.9
2010/1/16,0,0,16.3,20.3,14.2
2010/1/17,0,0,14.3,21.3,10
2010/1/18,0,0,15.4,22.6,11
2010/1/19,0,0,17.3,22.7,12
2010/1/20,0,0.1,20.7,23.6,18.7
2010/1/21,0,0.1,21.5,24.1,19.7
2010/1/22,0,0.9,14.9,21.9,12.6
2010/1/23,0,0.6,9.9,12.6,9
2010/1/24,0,0.1,10.6,12,8.9
2010/1/25,0,0.7,14.1,18.6,11.4
2010/1/26,0,0.1,13.7,17.2,11.7
2010/1/27,0,0.1,15.5,17.7,13.9
2010/1/28,0,0.1,18.1,23.1,15.6
2010/1/29,0,5.7,18.8,21,17.1
2010/1/30,0,0,19.8,23.9,17.1
2010/1/31,0,0.1,21.5,26.3,18.5
2010/2/1,0,0.1,20.9,24.8,19
2010/2/2,0,0,20.3,23.4,18.5
2010/2/3,0,0.1,19.8,21.6,18.3
2010/2/4,0,4.2,15.9,18.3,15.2
2010/2/5,0,0.1,16.8,19.1,15
2010/2/6,0,0.6,19,22,17.3
2010/2/7,0,19.7,18.4,19.2,17.8
2010/2/8,0,9.2,19.3,21.5,17.6
2010/2/9,0,1.3,22.1,25.6,19.9
2010/2/10,0,0.1,22.9,26.8,21
2010/2/11,0,0,23.6,28.3,21.7
2010/2/12,0,3.4,10.2,21.7,7.3
2010/2/13,0,11.3,7.1,8.5,5.5
2010/2/14,0,4.3,9.9,11.2,8.3
2010/2/15,0,0.1,8.1,9.4,7
2010/2/16,0,1.7,6.6,7.9,5.8
2010/2/17,0,1.9,7.1,8.6,5.5
2010/2/18,0,2.5,7.5,9.9,5.5
2010/2/19,0,11,8.2,13.8,5.5
2010/2/20,0,0.1,10.3,17,4.6
2010/2/21,0,0.2,14,16.7,12.3
2010/2/22,0,0.2,16,19.5,13.4
2010/2/23,0,0,19.6,24.5,16.5
2010/2/24,0,0.1,21.2,22.8,19.6
2010/2/25,0,0.1,23.1,28.3,20.7
2010/2/26,0,0,23.6,27.5,21.5
2010/2/27,0,0,24.7,28.6,22.5
2010/2/28,0,0,24.5,27.1,22.9
2010/3/1,0,0,24.3,26.9,22.8
2010/3/2,0,0,23.9,25.7,22.7
2010/3/3,0,0,24.9,28.4,23
2010/3/4,0,0,24.3,25.7,23.5
2010/3/5,0,0.1,25,28.1,23.3
2010/3/6,0,4.8,22.8,26.8,18.2
2010/3/7,0,3.2,12.9,18.2,10.9
2010/3/8,0,1.8,10.1,11.2,9.3
2010/3/9,0,3.9,8.9,11.3,7.1
2010/3/10,0,0,10,16,5.4
2010/3/11,0,0,13.2,19.9,7.4
2010/3/12,0,1.3,14.4,15.8,13.3
2010/3/13,0,0.5,16.7,18.9,14.2
2010/3/14,0,0.1,22.2,26.4,18.4
2010/3/15,0,0,22.6,26.4,20.6
2010/3/16,0,0,16.5,20.6,15
2010/3/17,0,0,17.6,20.4,15.8
2010/3/18,0,0,20.4,26.9,15.5
2010/3/19,0,0,20.8,25.2,17.8
2010/3/20,0,0,21.3,25.2,17.9
2010/3/21,0,0,22.9,28.9,18.2
2010/3/22,0,0,22.8,27.4,19
2010/3/23,0,0,24.3,28.3,22
2010/3/24,0,3.2,22.3,27.8,16.1
2010/3/25,0,0.3,14.7,17.8,12.5
2010/3/26,0,0,16.8,22.1,12.8
2010/3/27,0,0,16.7,20.4,13.9
2010/3/28,0,0,18.3,25.6,12.5
2010/3/29,0,0,19.6,23.3,14.2
2010/3/30,0,0.1,20.1,21.6,18.3
2010/3/31,0,0,23.6,28.6,19.8
2010/4/1,0,0,24.1,27.2,22
2010/4/2,0,56,17.6,24.3,16.1
2010/4/3,0,0.4,16.5,17.2,15.8
2010/4/4,0,0.5,18.9,21,16.6
2010/4/5,0,1.8,21.8,23.6,20
2010/4/6,0,0.1,23.2,25.5,21.8
2010/4/7,0,8.9,19.9,23.4,18.2
2010/4/8,0,18,17.2,18.7,15.6
2010/4/9,1,0,17.2,20.2,14.6
2010/4/10,0,2.4,19.8,20.8,18.7
2010/4/11,0,1.8,22.7,25.8,20.6
2010/4/12,0,0,25,28.6,22
2010/4/13,0,17.6,21.9,25.5,18.8
2010/4/14,0,1.4,20,22.3,18.4
2010/4/15,0,22.9,12,20.4,10.4
2010/4/16,0,0.2,13.4,16.2,10.5
2010/4/17,0,1.7,17.3,21.3,14.1
2010/4/18,0,7.4,19.8,22.6,17.4
2010/4/19,0,0.2,22.6,26.4,20.1
2010/4/20,0,0.1,24.2,28.2,22.5
2010/4/21,0,1.5,25.4,27.8,24
2010/4/22,0,73.5,21.8,25.3,17.8
2010/4/23,0,0.1,20.3,24.8,17
2010/4/24,0,0,21.1,25.2,15.4
2010/4/25,0,0,20.6,22.8,19.4
2010/4/26,0,9.5,19.3,20.9,17.9
2010/4/27,0,0.3,20.8,25.9,16
2010/4/28,0,0.3,21.9,24.9,20.2
2010/4/29,0,29.1,21,22.9,20.1
2010/4/30,0,1.3,22.4,27.1,18.8
2010/5/1,0,0,24.5,29.2,20.3
2010/5/2,0,0,25.9,31.1,20.9
2010/5/3,0,0,26,31,22
2010/5/4,0,0,24.7,28.4,21.4
2010/5/5,0,0,25.6,26.9,24.3
2010/5/6,0,0.1,27.2,30.2,25.7
2010/5/7,0,214.7,24.9,27.3,22.8
2010/5/8,0,0.4,27.7,31.2,25.4
2010/5/9,0,28.2,27,31.3,23.5
2010/5/10,0,32.5,21.5,23.7,19.2
2010/5/11,0,0.1,22.7,25.6,20.2
2010/5/12,0,1.8,24.9,27.5,22.5
2010/5/13,0,0,25.7,28,23.7
2010/5/14,0,32.3,25.8,29.6,24.5
2010/5/15,0,128.1,25.2,27.5,23.8
2010/5/16,0,0.1,26.6,30.2,24.1
2010/5/17,0,0,27.4,31.1,24.8
2010/5/18,0,5.3,27.8,31.2,25.7
2010/5/19,0,45.4,25.4,28.2,22.2
2010/5/20,0,5.1,24.9,28.6,21.9
2010/5/21,0,4.7,27.6,31,25.1
2010/5/22,0,10.9,27.7,29.7,26.1
2010/5/23,0,20.2,23.7,28.1,21.9
2010/5/24,0,0,25.4,32.1,18.9
2010/5/25,0,0,27.1,32.7,22.3
2010/5/26,0,0,28.2,32.3,22.4
2010/5/27,0,0,27.6,30.5,25.2
2010/5/28,0,11.7,27.8,32,26.3
2010/5/29,0,33.4,27.6,31.2,25.4
2010/5/30,0,2.5,26.2,30.1,23.9
2010/5/31,0,7.1,26.2,29.7,24.4
2010/6/1,0,2.9,24.2,26.9,22.6
2010/6/2,0,35.3,20.7,22.6,20
2010/6/3,0,0.4,23.7,28.7,20.1
2010/6/4,0,0,25.5,30.5,22.3
2010/6/5,0,0,26.6,32.1,22.7
2010/6/6,0,0,27.1,30.8,24.3
2010/6/7,0,0,26.6,29.9,24.8
2010/6/8,0,0.1,26,29,24.6
2010/6/9,0,26.4,26,29.3,24.4
2010/6/10,0,10.9,24.7,26.5,23.7
2010/6/11,0,0.3,23.7,25.1,23.1
2010/6/12,0,7.4,25.3,29.6,22.1
2010/6/13,0,1.4,26.7,32,25.1
2010/6/14,0,0.1,28.7,32.4,27
2010/6/15,0,8.9,27.9,32.3,25.2
2010/6/16,0,0.3,26.9,30,25.2
2010/6/17,0,2.5,28.8,32.8,25.7
2010/6/18,0,0,30,33.3,28.1
2010/6/19,0,0,30.1,34.3,27.8
2010/6/20,0,0,30,32.5,28.2
2010/6/21,0,76.6,28.8,33.8,23.6
2010/6/22,0,0.5,28.2,33.7,24.2
2010/6/23,0,9.4,28.8,32.4,27.3
2010/6/24,0,30.7,27.8,31.6,26.3
2010/6/25,0,3.3,26.8,28.4,25.5
2010/6/26,0,59.2,25.2,26,24.3
2010/6/27,0,7.4,25.5,27,25
2010/6/28,0,35.9,25.5,26.4,25.1
2010/6/29,0,2.5,27.8,31.7,24.2
2010/6/30,0,0.4,29.3,34.1,25.4
2010/7/1,0,0,30.7,35,26.6
2010/7/2,0,0,31.1,35.2,26.8
2010/7/3,0,0,31.1,35.5,27.7
2010/7/4,0,0,32.1,36.6,28
2010/7/5,0,0,32.2,37,28.1
2010/7/6,0,0,31.4,35.9,28.8
2010/7/7,0,0,31.4,35.1,29
2010/7/8,0,0,31.8,36,28.7
2010/7/9,0,0,30.8,34.3,28.9
2010/7/10,0,0,31.2,35,28.4
2010/7/11,0,0.1,31.3,35.6,28.2
2010/7/12,0,0,31.1,35.4,28.1
2010/7/13,0,0,31.3,35.4,28.1
2010/7/14,0,0.1,31.1,34.8,27.6
2010/7/15,0,8.5,28.6,32.7,27.1
2010/7/16,0,7.5,28.1,32.4,26.4
2010/7/17,0,7.8,26.4,32,25.1
2010/7/18,0,8.3,28.8,33.7,24.3
2010/7/19,0,0,30.4,35,26.6
2010/7/20,0,0,30.9,34.8,27.7
2010/7/21,0,41.7,27.5,32.8,24.7
2010/7/22,0,5.9,26.5,30.3,24.8
2010/7/23,0,1.1,27,29.7,25.3
2010/7/24,0,0.1,29,33.5,25.4
2010/7/25,0,36.7,28.8,34.2,26
2010/7/26,0,4.1,28,32.1,25.9
2010/7/27,0,10.2,27.1,29.2,25.5
2010/7/28,0,12.5,26.4,30.3,24.9
2010/7/29,0,18.5,27.6,33.8,25.1
2010/7/30,0,2.1,28.1,33.5,24.9
2010/7/31,0,0,30.3,34.6,27.3
2010/8/1,0,0,30.4,35.3,27
2010/8/2,0,0,30.4,34.1,27.1
2010/8/3,0,0,30.4,34.8,26.6
2010/8/4,0,0,31,36.1,26.3
2010/8/5,0,0.1,30.7,37.1,27.2
2010/8/6,0,0.1,28.5,33.4,25.5
2010/8/7,0,1.3,29.7,34,25.4
2010/8/8,0,16.1,28.9,33.7,25.5
2010/8/9,0,0,30.9,35.8,26.7
2010/8/10,0,0,31,35.3,27.5
2010/8/11,0,40.1,30.1,34.1,26.1
2010/8/12,1,11.3,28.9,32.6,25.8
2010/8/13,0,0,30.5,34.7,27.4
2010/8/14,0,0,31.3,35.3,28
2010/8/15,0,17.5,28.6,30.7,26
2010/8/16,0,3.5,28.6,31.7,26.5
2010/8/17,0,4.3,27.9,31.2,26.3
2010/8/18,0,0.1,28.9,33,25.3
2010/8/19,0,20.9,27.2,33.5,24.7
2010/8/20,0,13.5,28,33.7,24.5
2010/8/21,0,0,28.5,34.5,24.2
2010/8/22,1,56.2,29.8,35,25.7
2010/8/23,0,8.8,28.2,33.4,25.1
2010/8/24,0,22.1,27,30,25
2010/8/25,0,0.6,27.8,31.7,24.3
2010/8/26,0,6.4,28.2,33,25.8
2010/8/27,0,27.9,27.9,32.5,25.1
2010/8/28,0,0,28.5,33.2,24.7
2010/8/29,0,0,29.3,33.7,25.2
2010/8/30,0,0,30.3,35.2,26.4
2010/8/31,0,0,31,35.7,27.5
2010/9/1,0,0,30.9,35,27.9
2010/9/2,0,15.3,29.4,32.9,25.7
2010/9/3,0,128.6,25.3,27.8,24.9
2010/9/4,0,141.5,25,27.2,24.2
2010/9/5,0,0,28.5,33.2,23.6
2010/9/6,1,0,29.7,33.9,25.8
2010/9/7,1,0.1,30.2,33.9,27
2010/9/8,0,0,31,35.9,26.8
2010/9/9,2,11.7,29.6,33.3,26.1
2010/9/10,0,3.9,29.4,34.5,25.8
2010/9/11,1,18.9,26.6,30.4,25.6
2010/9/12,0,119.7,25.4,26.6,24
2010/9/13,1,0.2,27.3,31.8,23.9
2010/9/14,1,3.2,27.5,33.2,24.3
2010/9/15,0,0,28.6,34.3,24.3
2010/9/16,0,40.5,28.6,33.7,25.4
2010/9/17,0,0,28.6,33.7,25.6
2010/9/18,0,0,30.4,35.6,26.1
2010/9/19,0,0,31.4,35.8,27.6
2010/9/20,2,1.4,30.1,35,26.3
2010/9/21,1,9.9,25.9,27.1,24.6
2010/9/22,0,10,24.7,25.8,24.1
2010/9/23,1,3.1,25.8,30.2,23.5
2010/9/24,0,0.1,26.2,31.6,23.2
2010/9/25,1,2.5,25.4,30.2,24.2
2010/9/26,1,0.1,27.7,32.8,24.1
2010/9/27,2,0,28.6,32.8,25.7
2010/9/28,0,0,28.6,32.9,25.6
2010/9/29,0,0.1,28.1,33.2,24.9
2010/9/30,1,48.1,25.9,29.5,23.7
2010/10/1,1,0,27.3,32,23.7
2010/10/2,1,0,28,32.1,24
2010/10/3,0,0,26.9,30.5,24.6
2010/10/4,0,0,24.1,26.6,22.3
2010/10/5,1,0,23.1,26.2,20.9
2010/10/6,2,0.1,24.5,28.3,21.8
2010/10/7,1,0.1,25.3,28.7,22.7
2010/10/8,1,0,25.4,29.3,23
2010/10/9,2,9.1,23.4,26.1,21.3
2010/10/10,2,6,24,27,21.6
2010/10/11,2,0.4,26.2,29.2,23.7
2010/10/12,1,0.1,27.5,32.4,24.2
2010/10/13,1,0,28.2,32,25
2010/10/14,0,11.5,27.1,31.1,25.3
2010/10/15,2,1.8,25.1,28.1,23.3
2010/10/16,1,0.1,24,28.1,20.8
2010/10/17,0,0,25.3,29.8,22.3
2010/10/18,1,0,26.3,30,23.2
2010/10/19,2,0,26.2,29.5,22.9
2010/10/20,0,0,24.9,28,22.4
2010/10/21,2,0,24.4,27.8,22.7
2010/10/22,2,0,24,27.9,21.1
2010/10/23,4,0,24.2,28.7,20.3
2010/10/24,1,0,24.4,28.7,20.9
2010/10/25,2,0,24.6,26.8,22.1
2010/10/26,2,0.1,20.6,24.6,19
2010/10/27,0,0,18.3,22.1,16.1
2010/10/28,0,0,17.3,21.8,13.8
2010/10/29,2,0,17.9,22.7,13.9
2010/10/30,1,0,18,22.6,14.2
2010/10/31,0,0,18,24.3,14.1
2010/11/1,1,0,18.6,26.8,12.3
2010/11/2,2,0,19.3,26.3,14.2
2010/11/3,0,0,20.6,25.5,16.1
2010/11/4,0,0.1,20,24.2,16.4
2010/11/5,0,1.7,19.5,21.5,16.2
2010/11/6,0,0.4,20.4,25.1,17
2010/11/7,0,0.1,21.3,28.2,17.4
2010/11/8,0,0,21.3,28.6,16.7
2010/11/9,0,0,21,27.2,16
2010/11/10,0,0,19.2,27.8,13.1
2010/11/11,0,0,19.9,28.7,14.3
2010/11/12,0,0,21,28.1,14.9
2010/11/13,0,0,21.3,28.5,16.4
2010/11/14,0,0,22.6,28.7,17.8
2010/11/15,0,0,23.1,27.4,19.7
2010/11/16,0,0,20.2,24.3,16.9
2010/11/17,0,0,18.3,23.4,14.3
2010/11/18,0,0,19.6,25.5,15.4
2010/11/19,0,0,20.3,24.5,17.5
2010/11/20,0,0,20.2,25.6,16.3
2010/11/21,0,0,20.8,25.5,17.1
2010/11/22,0,0,21.5,25.2,19.5
2010/11/23,0,0,19.5,25.1,15.7
2010/11/24,0,0,20,25.2,16.6
2010/11/25,0,0,20,23.9,17.2
2010/11/26,0,0,17.6,23.3,12.8
2010/11/27,0,0,20,24.5,14.9
2010/11/28,0,0,21.5,26,17.5
2010/11/29,0,0,21,25.4,18
2010/11/30,0,0,20.6,25.3,16.2
2010/12/1,0,0,19.6,24.8,15.4
2010/12/2,0,0,20.2,26.4,15.5
2010/12/3,0,0,19.5,25.8,13.7
2010/12/4,0,0,18.9,25.5,14.1
2010/12/5,0,0,20.9,28.1,16.6
